time,tx_bytes,tx_pkts,tx_discard,tx_wifi_sent_be,tx_wifi_sent_bk,tx_wifi_sent_vi,tx_wifi_sent_vo,tx_wifi_drop_be,tx_wifi_drop_bk,tx_wifi_drop_vi,tx_wifi_drop_vo,tx_err,tx_unicast,tx_multicast,tx_broadcast,tx_phy_rate,tx_mgmt,tx_mcs_index,tx_nss,tx_bw,tx_sgi,rx_bytes,rx_pkts,rx_discard,rx_err,rx_unicast,rx_multicast,rx_broadcast,rx_unknown,rx_phy_rate,rx_mgmt,rx_ctrl,rx_mcs_index,rx_nss,rx_bw,rx_sgi,hw_noise,snr,rssi,bw
331,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
332,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
333,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
334,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
335,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
336,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
337,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
338,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
339,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
340,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
341,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
342,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
343,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
344,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
345,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
346,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
347,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
348,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
349,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
350,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.2,29.0,46.0,-1234
351,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
352,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
353,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
354,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
355,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
356,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
357,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
358,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
359,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
360,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
361,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
362,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
363,7713793.0,86231.0,0.0,85198.0,0.0,0.0,1033.0,202.0,0.0,0.0,5.0,0.0,86231.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
364,7713938.0,86232.0,0.0,85198.0,0.0,0.0,1034.0,202.0,0.0,0.0,5.0,0.0,86232.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028350.0,443640.0,0.0,0.0,443535.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,29.0,46.0,-1234
365,7713938.0,86232.0,0.0,85198.0,0.0,0.0,1034.0,202.0,0.0,0.0,5.0,0.0,86232.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028429.0,443641.0,0.0,0.0,443536.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,29.0,46.0,-1234
366,7714083.0,86233.0,0.0,85198.0,0.0,0.0,1035.0,202.0,0.0,0.0,5.0,0.0,86233.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028429.0,443641.0,0.0,0.0,443536.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,29.0,46.0,-1234
367,7714228.0,86234.0,0.0,85198.0,0.0,0.0,1036.0,202.0,0.0,0.0,5.0,0.0,86234.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586028508.0,443642.0,0.0,0.0,443537.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-81.5,30.0,46.0,-1234
368,7714228.0,86234.0,0.0,85198.0,0.0,0.0,1036.0,202.0,0.0,0.0,5.0,0.0,86234.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586028587.0,443643.0,0.0,0.0,443538.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-81.5,30.0,46.0,-1234
369,7714373.0,86235.0,0.0,85198.0,0.0,0.0,1037.0,202.0,0.0,0.0,5.0,0.0,86235.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586028587.0,443643.0,0.0,0.0,443538.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-81.5,30.0,46.0,-1234
370,7714518.0,86236.0,0.0,85198.0,0.0,0.0,1038.0,202.0,0.0,0.0,5.0,0.0,86236.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586028745.0,443645.0,0.0,0.0,443540.0,95.0,10.0,0.0,468.0,11.0,0.0,5.0,2.0,80.0,0.0,-82.4,24.0,46.0,-1234
371,7714663.0,86237.0,0.0,85198.0,0.0,0.0,1039.0,202.0,0.0,0.0,5.0,0.0,86237.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028870.0,443647.0,0.0,0.0,443541.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,23.0,46.0,-1234
372,7714663.0,86237.0,0.0,85198.0,0.0,0.0,1039.0,202.0,0.0,0.0,5.0,0.0,86237.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028870.0,443647.0,0.0,0.0,443541.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,23.0,46.0,-1234
373,7714663.0,86237.0,0.0,85198.0,0.0,0.0,1039.0,202.0,0.0,0.0,5.0,0.0,86237.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028870.0,443647.0,0.0,0.0,443541.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,23.0,46.0,-1234
374,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028870.0,443647.0,0.0,0.0,443541.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,23.0,46.0,-1234
375,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
376,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
377,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
378,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
379,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
380,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
381,7714808.0,86238.0,0.0,85198.0,0.0,0.0,1040.0,202.0,0.0,0.0,5.0,0.0,86238.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
382,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028949.0,443648.0,0.0,0.0,443542.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.6,31.0,46.0,-1234
383,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
384,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
385,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
386,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
387,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
388,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
389,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
390,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
391,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
392,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
393,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
394,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
395,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
396,7714953.0,86239.0,0.0,85198.0,0.0,0.0,1041.0,202.0,0.0,0.0,5.0,0.0,86239.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
397,7715098.0,86240.0,0.0,85198.0,0.0,0.0,1042.0,202.0,0.0,0.0,5.0,0.0,86240.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586029070.0,443650.0,0.0,0.0,443544.0,96.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-82.4,30.0,46.0,-1234
